2018-10-02T14:03:30,743 | INFO | o.a.h.i.e.RetryExec | Test worker | I/O exception (org.newsclub.net.unix.AFUNIXSocketException) caught when processing request to {}->unix://localhost:80: Permission denied
2018-10-16T06:53:31,803 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T06:53:31,819 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@73100912{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T06:53:31,819 | INFO | o.e.j.s.Server | main | Started @1904ms
2018-10-16T06:54:45,712 | INFO | o.e.j.u.log | main | Logging initialized @1621ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T06:54:45,867 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T06:54:45,906 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T06:54:45,925 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T06:54:45,925 | INFO | o.e.j.s.Server | main | Started @1836ms
2018-10-16T06:56:22,256 | INFO | o.e.j.u.log | main | Logging initialized @1538ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T06:56:22,382 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T06:56:22,453 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T06:56:22,467 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@5aa15099{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T06:56:22,467 | INFO | o.e.j.s.Server | main | Started @1750ms
2018-10-16T06:57:51,520 | INFO | o.e.j.u.log | main | Logging initialized @1871ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T06:57:51,680 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T06:57:51,737 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T06:57:51,766 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@7768f124{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T06:57:51,768 | INFO | o.e.j.s.Server | main | Started @2119ms
2018-10-16T07:01:33,408 | INFO | o.e.j.u.log | main | Logging initialized @1582ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:01:33,550 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:01:33,590 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:01:33,606 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@73100912{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:01:33,606 | INFO | o.e.j.s.Server | main | Started @1782ms
2018-10-16T07:06:44,094 | INFO | o.e.j.u.log | main | Logging initialized @1653ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:06:44,286 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:06:44,362 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:06:44,376 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@73e366af{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:06:44,376 | INFO | o.e.j.s.Server | main | Started @1938ms
2018-10-16T07:13:36,276 | INFO | o.e.j.u.log | main | Logging initialized @1476ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:13:36,487 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:13:36,586 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:13:36,614 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@5205f0fd{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:13:36,614 | INFO | o.e.j.s.Server | main | Started @1816ms
2018-10-16T07:15:00,307 | INFO | o.e.j.u.log | main | Logging initialized @1784ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:15:00,461 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:15:00,560 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:15:00,586 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@5aa15099{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:15:00,586 | INFO | o.e.j.s.Server | main | Started @2065ms
2018-10-16T07:15:44,779 | INFO | o.e.j.u.log | main | Logging initialized @1751ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:15:44,946 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:15:45,063 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:15:45,078 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:15:45,078 | INFO | o.e.j.s.Server | main | Started @2051ms
2018-10-16T07:16:15,838 | INFO | o.e.j.u.log | main | Logging initialized @1749ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:16:16,030 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:16:16,085 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:16:16,103 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:16:16,103 | INFO | o.e.j.s.Server | main | Started @2017ms
2018-10-16T07:18:21,133 | INFO | o.e.j.u.log | main | Logging initialized @1794ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:18:21,498 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:18:21,579 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:18:21,608 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@27feec2a{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:18:21,610 | INFO | o.e.j.s.Server | main | Started @2273ms
2018-10-16T07:20:03,310 | INFO | o.e.j.u.log | main | Logging initialized @2002ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:20:03,429 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:20:03,463 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:20:03,475 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:20:03,475 | INFO | o.e.j.s.Server | main | Started @2168ms
2018-10-16T07:21:41,543 | INFO | o.e.j.u.log | main | Logging initialized @1578ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:21:41,793 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:21:41,904 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:21:41,935 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@73e366af{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:21:41,935 | INFO | o.e.j.s.Server | main | Started @1973ms
2018-10-16T07:23:29,445 | INFO | o.e.j.u.log | main | Logging initialized @1569ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:23:29,596 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:23:29,634 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:23:29,649 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:23:29,650 | INFO | o.e.j.s.Server | main | Started @1775ms
2018-10-16T07:24:40,538 | INFO | o.e.j.u.log | main | Logging initialized @1459ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:24:40,703 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:24:40,788 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:24:40,826 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:24:40,828 | INFO | o.e.j.s.Server | main | Started @1751ms
2018-10-16T07:27:07,938 | INFO | o.e.j.u.log | main | Logging initialized @1669ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:27:08,158 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:27:08,200 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:27:08,231 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:27:08,231 | INFO | o.e.j.s.Server | main | Started @1964ms
2018-10-16T07:30:43,674 | INFO | o.e.j.u.log | main | Logging initialized @1550ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:30:43,806 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:30:43,864 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:30:43,879 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:30:43,879 | INFO | o.e.j.s.Server | main | Started @1757ms
2018-10-16T07:32:09,625 | INFO | o.e.j.u.log | main | Logging initialized @1467ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T07:32:09,815 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T07:32:09,864 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T07:32:09,890 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@233ec3bb{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T07:32:09,890 | INFO | o.e.j.s.Server | main | Started @1735ms
2018-10-16T14:27:50,196 | INFO | o.e.j.u.log | main | Logging initialized @1617ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T14:27:50,397 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T14:27:50,469 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T14:27:50,487 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@3f62a0f7{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T14:27:50,489 | INFO | o.e.j.s.Server | main | Started @1912ms
2018-10-16T15:08:30,646 | INFO | o.e.j.u.log | main | Logging initialized @1512ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T15:08:30,839 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T15:08:30,976 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T15:08:30,998 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T15:08:30,998 | INFO | o.e.j.s.Server | main | Started @1865ms
2018-10-16T15:08:50,551 | INFO | o.e.j.u.log | main | Logging initialized @1489ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-16T15:08:50,760 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-16T15:08:50,843 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-16T15:08:50,870 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@f2f232b{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-16T15:08:50,871 | INFO | o.e.j.s.Server | main | Started @1811ms
2018-10-17T15:13:57,357 | INFO | o.e.j.u.log | main | Logging initialized @1759ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:13:57,547 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:13:57,629 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:13:57,651 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@2298bd9c{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:13:57,651 | INFO | o.e.j.s.Server | main | Started @2055ms
2018-10-17T15:20:31,207 | INFO | o.e.j.u.log | main | Logging initialized @1876ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:20:31,419 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:20:31,519 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:20:31,533 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:20:31,533 | INFO | o.e.j.s.Server | main | Started @2204ms
2018-10-17T15:23:21,751 | INFO | o.e.j.u.log | main | Logging initialized @1574ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:23:21,956 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:23:22,057 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:23:22,069 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:23:22,069 | INFO | o.e.j.s.Server | main | Started @1894ms
2018-10-17T15:45:51,968 | INFO | o.e.j.u.log | main | Logging initialized @1611ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:45:52,173 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:45:52,252 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:45:52,261 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@2298bd9c{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:45:52,261 | INFO | o.e.j.s.Server | main | Started @1912ms
2018-10-17T15:54:20,411 | INFO | o.e.j.u.log | main | Logging initialized @1514ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:54:20,634 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:54:20,746 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:54:20,770 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@20f42195{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:54:20,770 | INFO | o.e.j.s.Server | main | Started @1880ms
2018-10-17T15:57:36,933 | INFO | o.e.j.u.log | main | Logging initialized @1656ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:57:37,081 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:57:37,120 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:57:37,140 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@5a8768ee{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:57:37,140 | INFO | o.e.j.s.Server | main | Started @1867ms
2018-10-17T15:58:32,670 | INFO | o.e.j.u.log | main | Logging initialized @1691ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-17T15:58:32,834 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-17T15:58:32,909 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-17T15:58:32,929 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-17T15:58:32,929 | INFO | o.e.j.s.Server | main | Started @1951ms
2018-10-18T10:18:42,423 | INFO | o.e.j.u.log | main | Logging initialized @1820ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:18:42,554 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:18:42,599 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T10:18:42,612 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:18:42,613 | INFO | o.e.j.s.Server | main | Started @2012ms
2018-10-18T10:19:08,345 | INFO | o.e.j.u.log | main | Logging initialized @1752ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:19:08,511 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:19:08,612 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T10:19:08,630 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:19:08,631 | INFO | o.e.j.s.Server | main | Started @2039ms
2018-10-18T10:19:32,766 | INFO | o.e.j.u.log | main | Logging initialized @1734ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:19:32,923 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:19:33,018 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@446a1e84{/,null,AVAILABLE}
2018-10-18T10:19:33,039 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@580eedc9{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:19:33,039 | INFO | o.e.j.s.Server | main | Started @2009ms
2018-10-18T10:19:56,384 | INFO | o.e.j.u.log | main | Logging initialized @1693ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:19:56,600 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:19:56,659 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T10:19:56,673 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@1ab225a5{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:19:56,673 | INFO | o.e.j.s.Server | main | Started @1984ms
2018-10-18T10:23:45,067 | INFO | o.e.j.u.log | main | Logging initialized @1717ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:23:45,206 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:23:45,284 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T10:23:45,299 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:23:45,299 | INFO | o.e.j.s.Server | main | Started @1951ms
2018-10-18T10:25:55,228 | INFO | o.e.j.u.log | main | Logging initialized @1514ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T10:25:55,449 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T10:25:55,505 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T10:25:55,531 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T10:25:55,531 | INFO | o.e.j.s.Server | main | Started @1814ms
2018-10-18T11:03:53,148 | INFO | o.e.j.u.log | main | Logging initialized @1705ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T11:03:53,297 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T11:03:53,383 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T11:03:53,396 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T11:03:53,398 | INFO | o.e.j.s.Server | main | Started @1956ms
2018-10-18T11:04:10,228 | INFO | o.e.j.u.log | main | Logging initialized @1650ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-18T11:04:10,382 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-18T11:04:10,464 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-18T11:04:10,492 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@20f42195{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-18T11:04:10,492 | INFO | o.e.j.s.Server | main | Started @1916ms
2018-10-23T09:58:58,687 | INFO | o.e.j.u.log | main | Logging initialized @1525ms to org.eclipse.jetty.util.log.Slf4jLog
2018-10-23T09:58:58,872 | INFO | o.e.j.s.Server | main | jetty-9.4.12.v20180830; built: 2018-08-30T13:59:14.071Z; git: 27208684755d94a92186989f695db2d7b21ebc51; jvm 1.8.0_181-b13
2018-10-23T09:58:58,929 | INFO | o.e.j.s.h.ContextHandler | main | Started o.e.j.s.ServletContextHandler@58e1d9d{/,null,AVAILABLE}
2018-10-23T09:58:58,945 | INFO | o.e.j.s.AbstractConnector | main | Started ServerConnector@66ea810{HTTP/1.1,[http/1.1]}{0.0.0.0:1111}
2018-10-23T09:58:58,945 | INFO | o.e.j.s.Server | main | Started @1785ms
2018-10-28T12:10:00,826 | INFO | o.e.j.u.log | main | Logging initialized @1863ms to org.eclipse.jetty.util.log.Slf4jLog
